row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,exact_match,pages_found,matching_text_snippets
4277,26,gemini-1.5-pro,Environmental,Foundation installation (pile driving),1,PAM operator,"Concurrently, at least one PAM operator must actively monitor for vocalizing marine mammals before, during and after pile driving.",False,,
4285,26,gemini-1.5-pro,Technical,Updates to as-built schematics and diagrams for DOFS and acoustic monitoring devices,10,business days,"Thereafter, this information must be updated within 10 business days of any change.",True,81,"Page 81: ""...4.4.1.4 as-builts . the lessee must provide don with as- built schematics and diagrams showing the exact makes and models of all dofs equipment and acoustic monitoring devices used at commissioning. thereafter, this information must be updated within 10 business days of any change. 4.4.2 national security review . within 45 days following approval of the cop, the lessee must provide don with the names of each entity and person having beneficial ownership or control of 5 perce..."""
4294,26,gpt-4o-mini,Safety,Operational phase,1500,meters,"Additional observers must be deployed on additional platforms for every 1,500 m that a clearance or shutdown zone is expanded beyond the initial clearance and shutdown zones.",False,,
4302,26,gemini-1.5-pro,Jurisdictional,Boulder relocation,2,m,"The Lessee must provide USCG, NOAA, and the local harbormaster with a comprehensive list and shapefile of positions and areas to which boulders greater than 2 m would be relocated (latitude, longitude) at least 60 days prior to boulder relocation activities.",True,96,"Page 96: ""...urce agencies and the fishing industry in the development of the plan (e.g., notifications to mariners); and 5.3.4.11 a statement of consistency with the micrositing plan (section 5.3.3). 5.3.4.12 the lessee must provide uscg, noaa, and the local harbormaster with a comprehensive list and shapefile of positions and areas to which boulders greater than 2 m would be relocated (latitude, longitude) at least 60 days prior to boulder relocation activities. 5.3.5 boulder relocation. the lessee must implement methods identified in the approved cop and described in the boulder identification and relocation plan (section 5.3.4) for boulder relocation act..."""
4303,26,gpt-4o-mini,Safety,Operational phase,10,knots,"If a large whale is identified within 500 m of the forward path of any vessel, the vessel operator must steer a course away from the whale at 10 knots (18.5 km/hr) or less until the 500 m minimum separation distance has been established.",True,105,"Page 105: ""...t this requirement. 5.8.5 a minimum separation distance of 500 m from all esa -listed whales (including unidentified large whales) must be maintained around all surface vessels at all times. 5.8.6 if a large whale is identified within 500 m of the forward path of any vessel, the vessel operator must steer a course away from the whale at 10 knots (18.5 km/hr) or less until the 500 m minimum separation distance has been established. vessels may also s hift to idle if feasible. 5.8.7 if a large whale is sighted within 200 m of the forward path of a vessel, the vessel operator must reduce speed and shift the engine to neutral. en..."""
4313,26,deepseek-chat,Technical,All offshore structures,100,years,Wind turbine foundations must be designed to withstand a 100-year return period storm event,False,,
4369,26,gemini-1.5-pro,Technical,OCS,1,,The Lessee may construct and install ... up to 1 permanent meteorological (met) tower,False,,
4371,26,claude-3-haiku-20240307,Technical,Met tower pin pile foundations,1.8,m,"Met towers pin piles must be no larger than 1.8 m in diameter, and hammer energies must not exceed 1,500 kJ for Met tower pin pile installation.",False,,
4400,26,gpt-4o-mini,Financial,Commissioning of the last WTG,80000,USD,"The Lessee must contribute funds in the amount of $80,000 to NORAD toward the execution of the RAM.",True,80,"Page 80: ""...on. at least 30, but no more than 60, days prior to the completion of commissioning of the last wtg (i.e., that date by which every wtg in the project is installed with potential for blade rotation), the lessee must contribute funds in the amount of $80,000 to norad toward the execution of the ram. if the time gap between the commissioning of the first and last wtg is anticipated to be 3 years or greater, the lessee must contribute additional funds in the amount of $80,000 per affected radar to..."""
4403,26,gpt-4o-mini,Technical,Operational phase,12,months,"The Lessee must submit quarterly progress reports concerning the implementation of the ABPCMP to BOEM, BSEE, and USFWS by the 15th day of the first month following the end of each quarter.",False,,
4406,26,gpt-4o-mini,Technical,As-placed Anchor Plats for all anchoring activities,90,days,Submit 90 days after completion of an activity or construction of a major facility component.,False,,
4414,26,gpt-4o-mini,Safety,Operational phase,1,month,Surveillance records for each OSS must be submitted within one month of verification by the qualified third party.,True,71,"Page 71: ""...ommission system for certification to standards relating to equipment for use in renewable energy applications [iecre od -502, 2018)]) for the critical safety systems identified in section 2.23.2. surveillance records for each oss must be submitted within one month of verification by the qualified third party. after the commissioning of the critical safety systems has been completed for the first wtg, the lessee must, on a monthly basis, submit the surveillance records or conformity statement and supportin..."""
4416,26,gemini-1.5-pro,Technical,Data archiving,12,months,The Lessee must send all raw SFV PAM data to the NCEI Passive Acoustic Data archive within 12 months following the completion of WTG/OSS/met tower foundation installation.,False,,
4435,26,gpt-4o-mini,Jurisdictional,Long-term PAM Plan submission and approval process,45,days,"If BOEM does not provide comments on the Long-term PAM Plan within 45 days of its submittal, the Lessee may conclusively presume BOEM’s concurrence with the Long-term PAM Plan.",False,,
4450,26,gpt-4o-mini,Technical,Berm height post-construction,1,meter,"If there are bathymetric changes in berm height greater than 1 meter above grade after the second survey, the Lessee must develop and implement a Berm Remediation Plan.",False,,
4504,26,deepseek-chat,Technical,All offshore structures,100,years,Foundations must be designed to withstand a 100-year storm event,False,,
4520,26,gemini-1.5-pro,Safety,"Critical safety systems, all WTGs",1,month,"After commissioning of the critical safety systems for the first WTG, monthly submission of surveillance records or Conformity Statement and supporting documentation for all verified WTGs is required.",False,,
4531,26,gpt-4o-mini,Financial,Commissioning of WTGs,80000,USD,"If the time gap between the commissioning of the first and last WTG is anticipated to be 3 years or greater, the Lessee must contribute additional funds in the amount of $80,000 per affected radar to NORAD toward the execution of the RAM when 50 percent of the WTGs are commissioned.",False,,
4557,26,gemini-1.5-pro,Environmental,Environmental monitoring and reporting,15,Day of the month,"The Lessee must submit an annual report by February 15 each year for the previous year (...) to BOEM, BSEE, and NMFS GARFO-PRD. The report must include all information on any observations of and interactions with ESA-listed species and contain information on all survey activities that took place during the season, including location of gear set, duration of soak/trawl, and total effort. The report on survey activities must be comprehensive of all activities, regardless of whether ESA-listed species were observed.",False,,
4562,26,gpt-4o-mini,Environmental,Other large whales (HRG Surveys – visual PSOs),500,meters,500 m,True,"64, 91, 105, 106, 108, 113","Page 64: ""...s for each active, in -service submarine cable or other types of in -use infrastructure, such as pipelines, to boem at least 60 business days before seabed preparation activities which occur within 500 m of such infrastructure, including boulder clearance. the lessee must also provide information on cable crossing agreements which have not been finalized, including draft agreements and communication..."" | ""...hat it will be unable to reach a cable crossing agreement, the lessee must inform boem as soon as possible, and no later than 60 business days before seabed preparation activities which occur within 500 m of the in- use infrastructu re, including boulder clearance. a cable crossing agreement will not be required if boem has determined —at its sole discretion and based on its review of the record of...""
Page 91: ""...see must prepare and implement an anchoring plan(s) for all areas where anchoring or buoy placement occurs and jack-up barges are used during construction and operations/maintenance within 1,640 ft (500 m) of habitats, resources, and submerged infrastructure that are sensitive, including sensitive benthic habitats; boulders greater than or equal to 0.5 m; ancient submerged landform features (aslfs); k...""
Page 105: ""...ent, vessel speed reduction, course alteration, and shutdown are not required. 5.8.4 if a vessel is underway, a pso must monitor a protected species separation distance of 100 m for sea turtles and 500 m or greater for marine mammals visible at the surface, to ensure detection of that animal in time to take necessary measures to avoid striking the animal. if the vessel does not require a pso for the..."" | ""...e animal. if the vessel does not require a pso for the type of activity being conducted, the vessel may use crew as a trained lookout to meet this requirement. 5.8.5 a minimum separation distance of 500 m from all esa -listed whales (including unidentified large whales) must be maintained around all surface vessels at all times. 5.8.6 if a large whale is identified within 500 m of the forward path o..."" | ""...eparation distance of 500 m from all esa -listed whales (including unidentified large whales) must be maintained around all surface vessels at all times. 5.8.6 if a large whale is identified within 500 m of the forward path of any vessel, the vessel operator must steer a course away from the whale at 10 knots (18.5 km/hr) or less until the 500 m minimum separation distance has been established. vesse..."" | ""...all times. 5.8.6 if a large whale is identified within 500 m of the forward path of any vessel, the vessel operator must steer a course away from the whale at 10 knots (18.5 km/hr) or less until the 500 m minimum separation distance has been established. vessels may also s hift to idle if feasible. 5.8.7 if a large whale is sighted within 200 m of the forward path of a vessel, the vessel operator mus..."" | ""...m of the forward path of a vessel, the vessel operator must reduce speed and shift the engine to neutral. engines must not be engaged until the whale has moved outside of the vessel’s path and beyond 500 m. if stationary, the vessel must not engage engines until the large whale has moved beyond 500 m. 5.8.8 vessel strike avoidance of sea turtles. if a sea turtle or manta ray is sighted at any distanc..."" | ""...neutral. engines must not be engaged until the whale has moved outside of the vessel’s path and beyond 500 m. if stationary, the vessel must not engage engines until the large whale has moved beyond 500 m. 5.8.8 vessel strike avoidance of sea turtles. if a sea turtle or manta ray is sighted at any distance within the operating vessel’s forward path, the vessel operator must slow down to 4 knots or l...""
Page 106: ""...arine mammals or sea turtle s, consistent with identified requirements. 5.8.9.1 all vessels must have a visual observer on board who is responsible for monitoring the vessel strike avoidance zone (500 m) for marine mammals and sea turtles. visual observers may be pso or crew members, but the lessee must provide crew members responsible for these duties sufficient training to distinguish marine mam..."" | ""...g. vessel transits to and from the project area that require psos will maintain a speed commensurate with weather conditions and effectively detecting sea turtles prior t o reaching the 1,640- feet (500 m) avoidance measure. any designated crew lookouts must receive training on protected species identification, vessel strike minimization procedures, how and when to communicate with the vessel captain,...""
Page 108: ""...,250 m 3-m pin piles -1,400 m 1.8-m pin piles -200 m monopiles -2,900 m 3-m pin piles -1,400 m 1.8-m pin piles -100 m sea turtles (visual detection) 250 m 250 m hrg surveys – visual psos narw 500 m 500 m other large w hales 500 m 100 m sea turtles 100 m 100 m note: these are the clearance and shutdown zones incorporated into the proposed action; the zones for marine mammals reflect the prop..."" | ""...3-m pin piles -1,400 m 1.8-m pin piles -200 m monopiles -2,900 m 3-m pin piles -1,400 m 1.8-m pin piles -100 m sea turtles (visual detection) 250 m 250 m hrg surveys – visual psos narw 500 m 500 m other large w hales 500 m 100 m sea turtles 100 m 100 m note: these are the clearance and shutdown zones incorporated into the proposed action; the zones for marine mammals reflect the proposed c..."" | ""....8-m pin piles -200 m monopiles -2,900 m 3-m pin piles -1,400 m 1.8-m pin piles -100 m sea turtles (visual detection) 250 m 250 m hrg surveys – visual psos narw 500 m 500 m other large w hales 500 m 100 m sea turtles 100 m 100 m note: these are the clearance and shutdown zones incorporated into the proposed action; the zones for marine mammals reflect the proposed conditions of the mmpa ita,...""
Page 113: ""...fields from project activities, pso coverage is sufficient to reliably monitor the expanded clearance and/or shutdown zones. additional observers must be deployed on additional platforms for every 1,500 m that a clearance or shutdown zone is expanded beyond the initial clearance and shutdown zones (table 5.10-1; section 5.10). in the event that the clearance or shutdown zone for protected species n..."""
