model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
deepseek-chat,NS-OWF-2023-01,Offshore,60,21,Spatial,Minimum 1 km spacing required between turbines in array layout,UK territorial waters,1,km,The Offshore Electricity Infrastructure Regulations 2022,array design; navigation safety
gpt-4o-mini,5.3.4,Offshore,113,26,Technical,The plan(s) must include multibeam backscatter data and boulder (greater than or equal to 0.5 m in diameter) data layers to inform the siting of boulders and areas for relocation.,Boulder relocation activities,0.5,m,BOEM and BSEE regulations,technical assessment; benthic habitat protection
gpt-4o-mini,,Offshore,24,40,Safety,LOA Holder must establish and implement clearance zones for UXO/MEC detonation using both visual and acoustic monitoring.,UXO/MEC detonation operations,,,,explosive safety; marine operations
gpt-4o-mini,,Unspecified,26,31,Jurisdictional,foreign persons must file a report with the U.S. Department of Agriculture within 90 days of acquiring or transferring any interest in 'agricultural land.',"United States, agricultural land interests",90.0,days,"Agricultural Foreign Investment Disclosure Act of 1978, 7 U.S.C. § 3501, et seq.",land ownership; foreign investment; agricultural regulation
deepseek-chat,NSOW-REG-2023-0042,Offshore,87,11,Spatial,Minimum 1km spacing required between turbine arrays in shipping lanes,Designated shipping routes in German Bight,1,kilometers,German Maritime and Hydrographic Agency,navigation safety; project layout
gpt-4o-mini,BOEM-2011-0053-0021,Offshore,540,22,Environmental,Pursuant to 30 CFR 585.615 BOEM and the lessee will refine monitoring and mitigation measures as necessary in response to monitoring reports received from the field.,Monitoring and mitigation measures related to offshore wind farm activities.,,,30 CFR 585.615,environmental impact assessment; marine wildlife protection
gemini-1.5-pro,Page 18 of 93,Offshore,62,26,Technical,"Inspections must occur within 6 months following installation of the export and inter-array cables, within 1 year following completion of the initial post-installation inspection, and every 3 years thereafter.",Interarray and export cables,,,,cable integrity; inspection schedule; maintenance
gemini-1.5-pro,50 CFR Part 217 Subpart AA (up to date as of 6/12/2025) 50 CFR 217.265(c)(2) (enhanced display) page 20 of 28; 50 CFR 217.265(c)(3),Offshore,43,40,Technical,At least two PSOs must be on active duty during all activities related to the installation and removal of cofferdams and goal posts,Cofferdam and goal post installation and removal,2.0,PSOs,50 CFR 217.265(d)(1),personnel requirements; construction activities
gpt-4o-mini,Task Order 140M0120F0021,Offshore,210,32,Safety,A 500-meter fishing exclusion zone around the FOWTs is recommended during Construction and Decommissioning activities.,Construction and Decommissioning phases around the FOWTs,500,meters,"Dounreay EA (Dounreay, 2016)",navigational safety; fishing impact
gemini-1.5-pro,page 8 of 28,Offshore,16,40,Technical,"LOA Holder must utilize PSO(s) and PAM operator(s), as described in § 217.265(c). At least three on duty PSOs must be on the pile driving platform.",Pile driving platform during pile driving activities,3.0,,50 CFR 217.264(c)(11),marine mammal protection; personnel requirements
gemini-1.5-pro,Page 48 of 93,Offshore,113,26,Technical,The plan(s) must include multibeam backscatter data and boulder (greater than or equal to 0.5 m in diameter) data layers to inform the siting of boulders and areas for relocation.,Boulder relocation plan,0.5,m,,survey data; geophysical data; benthic habitat mapping
gpt-4o-mini,Task Order 140M0120F0021,Offshore,210,32,Safety,A fishing exclusion zone of 500 meters be implemented around the FOWTs for the duration of both the Construction and Decommissioning phases.,Construction and Decommissioning phases around the FOWTs,500,meters,"Hywind Scotland EA (Statoil, 2015)",navigational safety; fishing impact
gemini-1.5-pro,,Offshore,534,20,Safety,Mandatory speed restrictions [are to be implemented] when whales are known to be present outside active Seasonal Management Areas,Dynamic Speed Zones (when proposed rule is adopted),,,NMFS proposed changes to the 2008 NARW vessel speed rule (NOAA 2022; 87 FR 46921),vessel speed; collision avoidance; marine mammal protection
gemini-1.5-pro,78,Onshore,495,11,Technical,"All items on the road inspection form must be recorded and accepted, and all items must be within the specified tolerances of the design drawings.",Road construction,,,,quality control; engineering
gpt-4o-mini,14,Unspecified,256,11,Safety,Clearance 1 distance shall be a minimum of 50 feet on either side of transmission line centerline.,Transmission lines,50,feet,American Wind Energy Association,safety; transmission reliability
gpt-4o-mini,14,Unspecified,256,11,Safety,Clearance 2 distance shall be a minimum of 25 feet radial clearance between vegetation and all phase conductors under all rated electrical operating conditions.,Transmission lines,25,feet,"IEEE Standard 516-2009, Annex D, Table D.9",safety; vegetation management
gpt-4o-mini,3.12.2.5,Offshore,840,20,Technical,Survey activities within offshore wind facilities are outside of safety and operational limits.,Offshore wind facilities,,,NOAA,scientific research; survey operations; environmental monitoring
gemini-1.5-pro,50 CFR Part 217 Subpart AA (up to date as of 6/12/2025) 50 CFR 217.265(c)(2) (enhanced display) page 20 of 28; 50 CFR 217.265(c)(3),Offshore,43,40,Environmental,At least three on-duty PSOs must be stationed and observing from the activity platform during impact pile driving or UXO/MEC detonation and at least three on-duty PSOs must be stationed on each dedicated PSO vessel.,Pile driving and UXO/MEC detonation activities,3.0,PSOs,50 CFR 217.265(c)(2),marine mammal protection; personnel requirements
gpt-4o-mini,,Offshore,30,40,Safety,A PSO conducting pre-start clearance observations must be notified again immediately prior to reinitiating ramp-up procedures.,Operational phase,,,,marine mammal protection; acoustic monitoring
gemini-1.5-pro,38 of 93,Offshore,94,26,Environmental,The Lessee must notify BSEE within 24 hours of any releases of marine debris and indicate whether the released marine debris was immediately recovered.,Notification of marine debris release,24,hours,,environmental protection; incident reporting
gpt-4o-mini,185,Offshore,15,24,Jurisdictional,"Vessels transporting 'merchandise by water' within the three nautical mile territorial sea of the United States must be U.S.-built or re-built, and U.S.-flagged.",Three nautical mile territorial sea of the United States,3.0,nautical miles,Jones Act,maritime law; construction logistics
gpt-4o-mini,3.6.7.5,Offshore,845,20,Spatial,"Removal of groups of WTGs, creating spacing of greater than 1 nautical mile (1.9 kilometer), could allow for scientific research and surveys in those areas, decreasing the impact.",Wind Turbine Generators (WTGs) spacing,1.9,kilometers,,scientific research; marine impact assessment
gpt-4o-mini,Page 30 of 93,Offshore,83,26,Safety,The Lessee must include a shutdown procedure in its Emergency Response Procedure and test the shutdown capability (functioning) of at least one WTG within the lease area at least annually.,Operational phase,,,BSEE regulations,emergency response; safety management
gpt-4o-mini,,Offshore,20,1,Jurisdictional,"Failure of a lessee, operator, or grant holder to take the actions specified in a notice of noncompliance issued under this part within the time limit specified provides the basis for issuance of a cessation order by BSEE.",Federal jurisdiction over offshore wind farm operations,,,30 CFR 285.401,compliance; regulatory enforcement
gemini-1.5-pro,Page 30 of 93,Offshore,83,26,Safety,The Lessee must include a shutdown procedure in its Emergency Response Procedure and test the shutdown capability (functioning) of at least one WTG within the lease area at least annually.,"Lease area, WTG operation",1,,BSEE,safety; emergency response; operations
gemini-1.5-pro,,Offshore,826,20,Spatial,"The Project area is entirely within the Air Defense Identification Zone (ADIZ), in which all aircraft are subject to ready identification in the interest of national security.",Project Area Airspace,,,Air Defense Identification Zone (ADIZ) regulations,airspace management; national security
gemini-1.5-pro,page 14 of 28,Offshore,29,40,Environmental,"LOA Holder must establish and implement clearance and shutdown zones for HRG surveys using visual monitoring, as described in paragraph (c) of this section",HRG surveys,,,50 CFR 217.264(f)(5),marine mammal protection; environmental impact assessment
gemini-1.5-pro,page 11 of 28,Offshore,23,40,Environmental,"LOA Holder must utilize PSO(s), as described in § 217.265(d). At least two on-duty PSOs must monitor for marine mammals at least 30 minutes before, during, and 30 minutes after vibratory pile driving associated with cofferdam and casing pipe installation.",Cofferdam and casing pipe installation,2.0,,50 CFR 217.264(d)(4),marine mammal protection; environmental monitoring; construction
gemini-1.5-pro,,Offshore,24,40,Safety,LOA Holder must establish and implement clearance zones for UXO/MEC detonation using both visual and acoustic monitoring,UXO/MEC detonation during offshore wind farm development,,,,unexploded ordnance; marine construction; safety; monitoring
claude-3-haiku-20240307,Contract M10PC00105,Offshore,97,17,Technical,"IEC 61400-3 (2009) allows to account for up to ±8 degrees of yaw misalignment in the extreme storm design load case where the turbulent wind model is used in the design, provided that there are at least 6 hours of capacity of back-up power supply to the safety and control systems.",Offshore wind turbine support structures,8,degrees,IEC 61400-3 (2009),Technical; Safety
