model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name,value2,unit2
deepseek,deepseek-chat,21,C-012,Environmental Mitigation,Cable protection measures within complex hard-bottom habitat will consist of natural or engineered stone that does not inhibit epibenthic growth and provides three-dimensional complexity.,,,Table A-1,Complex hard-bottom habitat,"Cable protection measures within complex hard-bottom habitat as defined in the COP, EFH Assessment (BOEM 2019, 2020), and additional data from Measure #15 will consist of natural or engineered stone that does not inhibit epibenthic growth and provides three-dimensional complexity, both in height and in interstitial spaces.",Export Cables,,
deepseek,deepseek-chat,21,C-013,Environmental Mitigation,Vineyard Wind will process 75 benthic grabs and 60 underwater video transects over the entire length of the OECC.,75.0,benthic grabs,Table A-1,Offshore Export Cable Corridor,"At a minimum, Vineyard Wind will process 75 benthic grabs over the entire length of the OECC (with approximately 42 in the eastern Muskeget section) and 60 underwater video transects over the entire length of the OECC (with 28 transects in the eastern Muskeget section).",Export Cables,,
deepseek,deepseek-chat,21,C-014,Environmental Mitigation,Vineyard Wind will conduct post-construction monitoring to document habitat disturbance and recovery at offshore wind turbine foundations.,,,Table A-1,Offshore wind turbine foundations,Vineyard Wind will conduct post-construction monitoring to document habitat disturbance and recovery at offshore wind turbine foundations per the benthic habitat monitoring plan #13.,Export Cables,,
deepseek,deepseek-chat,21,C-015,Safety Standard,Install operational AIS on all vessels associated with the construction and operation of the Project.,,,Table A-1,Project vessels,Install operational AIS on all vessels associated with the construction and operation of the Project. Use AIS to mark the location of each WTG and ESP as required by the USCG.,Electrical Service Platform,,
deepseek,deepseek-chat,21,C-016,Safety Standard,"Mark each WTG and ESP with clearly visible, unique, alphanumeric identification characters.",,,Table A-1,WTGs and ESPs,"Mark each individual WTG and ESP with clearly visible, unique, alphanumeric identification characters.",Electrical Service Platform,,
deepseek,deepseek-chat,21,C-017,Safety Standard,Light each WTG and ESP in a manner that is visible by mariners in a 360-degree arc around the WTG and ESP.,,,Table A-1,WTGs and ESPs,Light each WTG and ESP in a manner that is visible by mariners in a 360-degree arc around the WTG and ESP.,Electrical Service Platform,,
deepseek,deepseek-chat,21,C-018,Safety Standard,Ensure each WTG is lighted with red obstruction lighting consistent with the FAA Advisory Circular 70/7460-1L Change 2.,,,Table A-1,WTGs,"Ensure each WTG is lighted with red obstruction lighting consistent with the FAA Advisory Circular 70/7460-1L Change 2 (FAA 2018), so long as this requirement does not preclude the use of an ADLS.",Electrical Service Platform,,
deepseek,deepseek-chat,21,C-019,Safety Standard,Provide signage that covers 360-degrees of the wind turbine structures warning vessels of the air draft of the turbine blades as determined at highest astronomical tide.,,,Table A-1,WTGs,Provide signage that covers 360-degrees of the wind turbine structures warning vessels of the air draft of the turbine blades as determined at highest astronomical tide.,Electrical Service Platform,,
deepseek,deepseek-chat,22,C-001,Design Specification,Minimum 0.81-nm buffer between WTGs in Ocean Wind 1 and WTGs in Atlantic Shores South.,0.81,nm,Table 3-1,Lease Area OCS-A 0498,"The selected alternative will provide a minimum 0.81-nm buffer between the WTGs in Ocean Wind 1 and the WTGs in Atlantic Shores South (Lease Area OCS-A 0499), which is designed to minimize impacts to navigation and vessel traffic and commercial and recreational fishing.",Wind Turbine Generators,,
deepseek,deepseek-chat,22,C-002,Environmental Mitigation,No surface occupancy at select WTG positions to reduce visual impacts.,,,Table 3-1,Lease Area OCS-A 0498,"Under Alternative B, the construction, O&M, and eventual decommissioning of an 1,100-MW wind energy facility on the OCS offshore New Jersey would occur within the range of the design parameters outlined in the COP, subject to applicable mitigation measures. However, no surface occupancy would occur at select WTG positions to reduce the visual impacts of the proposed Project.",Wind Turbine Generators,,
deepseek,deepseek-chat,22,C-003,Environmental Mitigation,Oyster Creek export cable route must minimize impacts on submerged aquatic vegetation in Barnegat Bay.,,,Table 3-1,Oyster Creek export cable route,"By selecting the Preferred Alternative, Ocean Wind LLC must develop the Oyster Creek export cable route in accordance with Alternative E to minimize impacts on SAV in Barnegat Bay.",Export Cables,,
deepseek,deepseek-chat,22,C-004,Operational Parameter,WTG platform design must be inspected after a 25-year wind storm event.,,,2.18,Lease Area OCS-A 0498,"For example, the WTG platform design for 50-year windstorm event should be inspected after a 25-year wind storm event.",Wind Turbine Generators,,
deepseek,deepseek-chat,22,C-005,Environmental Mitigation,Interference with IOOS HF-radar must be mitigated before rotor blades are installed.,,,2.18.1,Lease Area OCS-A 0498,"Due to the potential interference with IOOS HF-radar and the risk to public health, safety, and the environment, the Lessee must mitigate unacceptable interference with IOOS HF-radar from the Lessee’s Project. Interference must be mitigated before rotor blades are installed within the Project, and inference mitigation must continue throughout operations and decommissioning until the point of decommissioning where all rotor blades are removed.",Wind Turbine Generators,,
deepseek,deepseek-chat,22,C-006,Safety Standard,"Clearance zone for NARW during pile driving is 3,500 meters (3,800 meters December).",3500.0,meters,Table 5.11.5-1,Lease Area OCS-A 0498,"NARW – PAM: 3,500 (3,800)",Wind Turbine Generators,,
deepseek,deepseek-chat,22,C-007,Safety Standard,"Shutdown zone for NARW during pile driving is 1,650 meters (2,500 meters December).",1650.0,meters,Table 5.11.5-1,Lease Area OCS-A 0498,"Minimum Visibility Zone: 1,650 meters May-November; 2,500 meters December",Wind Turbine Generators,,
deepseek,deepseek-chat,22,C-008,Safety Standard,Clearance zone for sea turtles during UXO detonation is 500 meters.,500.0,meters,Table 5.13.5-1,Lease Area OCS-A 0498,Sea Turtles: 500,Wind Turbine Generators,,
deepseek,deepseek-chat,23,C-001,Design Specification,Minimum nameplate capacity per WTG.,16,MW,3.1,Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501,This equates to an approximate minimum nameplate capacity of 16 MW per WTG.,Wind Turbine Generators,,
deepseek,deepseek-chat,23,C-002,Design Specification,Number of WTGs to be installed.,129,units,3.1,Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501,125 to 129 WTGs and 1 to 5 ESPs to be installed in 130 positions.,Wind Turbine Generators,,
deepseek,deepseek-chat,23,C-003,Design Specification,Number of ESPs to be installed.,5,units,3.1,Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501,125 to 129 WTGs and 1 to 5 ESPs to be installed in 130 positions.,Electrical Service Platforms,,
deepseek,deepseek-chat,23,C-004,Design Specification,Number of offshore export cables for Phase 1.,2,units,3.1,Eastern OECC in Muskeget Channel,"Five offshore electrical transmission cables, including two for Phase 1 and three for Phase 2, would be installed in an offshore export cable corridor (OECC).",Offshore Export Cable Corridor,,
deepseek,deepseek-chat,23,C-005,Design Specification,Number of offshore export cables for Phase 2.,3,units,3.1,"Eastern OECC in Muskeget Channel, Western Variant in Muskeget Channel, and/or South Coast Variant","Five offshore electrical transmission cables, including two for Phase 1 and three for Phase 2, would be installed in an offshore export cable corridor (OECC).",Offshore Export Cable Corridor,,
deepseek,deepseek-chat,23,C-006,Operational Parameter,Vessel speed limit in Seasonal Management Areas and Dynamic Management Areas.,10,knots,5.11,Seasonal Management Area (SMA) and Dynamic Management Area (DMA) or Slow Zone for North Atlantic right whales,"Regardless of vessel size, vessel operators must reduce vessel speed to 10 knots (18.5 mph) or less while operating in any Seasonal Management Area (SMA) and Dynamic Management Area (DMA) or Slow Zone for North Atlantic right whales.",Wind Turbine Generators,,
deepseek,deepseek-chat,23,C-007,Safety Standard,Clearance zone for North Atlantic right whale during monopile foundation installation.,2100,meters,5.13,Minimum visibility zone from each PSO platform,"Minimum visibility zone from each PSO platform (pile driving vessel and at least one PSO vessel): 2,100 m monopile; PAM monitoring out to 12,000 m.",Wind Turbine Generators,,
deepseek,deepseek-chat,23,C-008,Safety Standard,"Clearance zone for blue, fin, sei, and sperm whale during monopile foundation installation.",3300,meters,5.13,Minimum visibility zone from each PSO platform,"Blue, Fin, sei, and sperm whale (visual and PAM monitoring/detection): 3,300.",Wind Turbine Generators,,
deepseek,deepseek-chat,23,C-009,Safety Standard,"Shutdown zone for blue, fin, sei, and sperm whale during monopile foundation installation.",2700,meters,5.13,Minimum visibility zone from each PSO platform,"Blue, Fin, sei, and sperm whale (visual and PAM monitoring/detection): 2,700.",Wind Turbine Generators,,
deepseek,deepseek-chat,23,C-010,Safety Standard,Clearance and shutdown zone for sea turtles during monopile foundation installation.,250,meters,5.13,Minimum visibility zone from each PSO platform,Sea Turtles (visual detection): 250.,Wind Turbine Generators,,
deepseek,deepseek-chat,24,C-001,Design Specification,Minimum nameplate capacity per WTG is 16 MW.,16.0,MW,Table 3-1,Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501,This equates to an approximate minimum nameplate capacity of 16 MW per WTG.,Wind Turbine Generators,,
deepseek,deepseek-chat,24,C-002,Design Specification,Up to 129 WTGs can be installed.,129.0,,Table 3-1,Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501,"The Selected Alternative is a hybrid alternative combining elements of Alternatives B (Proposed Action Alternative) and C-1 (Habitat Impact Minimization Alternative). By selecting the Selected Alternative, DOI will allow for up to 130 foundations for the installation of 125 to 129 WTGs and 1 to 5 ESPs within Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501 (collectively the Southern Wind Development Area [SWDA]) offshore Massachusetts.",Wind Turbine Generators,,
deepseek,deepseek-chat,24,C-003,Design Specification,Up to 5 ESPs can be installed.,5.0,,Table 3-1,Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501,"The Selected Alternative is a hybrid alternative combining elements of Alternatives B (Proposed Action Alternative) and C-1 (Habitat Impact Minimization Alternative). By selecting the Selected Alternative, DOI will allow for up to 130 foundations for the installation of 125 to 129 WTGs and 1 to 5 ESPs within Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501 (collectively the Southern Wind Development Area [SWDA]) offshore Massachusetts.",Electrical Service Platforms,,
deepseek,deepseek-chat,24,C-004,Operational Parameter,Phase 1 export cables must be installed in the Eastern OECC in Muskeget Channel.,,,Table 3-2,Eastern OECC in Muskeget Channel,"For Phase 1, two cables would be installed in the Eastern OECC in Muskeget Channel.",Offshore Export Cable Corridor,,
deepseek,deepseek-chat,24,C-005,Operational Parameter,"Phase 2 export cables can be installed in various configurations in the Eastern OECC, Western Variant, or South Coast Variant.",,,Table 3-2,"Eastern OECC, Western Variant, or South Coast Variant","For Phase 2, three cables would be installed in various proposed configurations in the Eastern OECC in Muskeget Channel, the Western Variant in Muskeget Channel and/or the South Coast Variant (SCV), which runs to the south and west of Martha’s Vineyard, through Rhode Island Sound.",Offshore Export Cable Corridor,,
